entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C1,DSTL-SbD06-C1-R1-C1 — Continuously test resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Test,Test,,1,0.217461,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C1,DSTL-SbD06-C1-R1-C1 — Continuously test resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Resilience,Resilience,,2,0.196424,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C1,DSTL-SbD06-C1-R1-C1 — Continuously test resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_05,Test and security validation,,3,0.089708,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C2,DSTL-SbD06-C1-R1-C2 — Continuously monitor resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Monitor,Monitor,,1,0.239597,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C2,DSTL-SbD06-C1-R1-C2 — Continuously monitor resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Resilience,Resilience,,2,0.195449,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C2,DSTL-SbD06-C1-R1-C2 — Continuously monitor resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,3,0.07036,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C3,DSTL-SbD06-C1-R1-C3 — Continuously assess resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Assess,Assess,,1,0.244708,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C3,DSTL-SbD06-C1-R1-C3 — Continuously assess resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#Resilience,Resilience,,2,0.193965,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C3,DSTL-SbD06-C1-R1-C3 — Continuously assess resilience mechanisms across all programme capabilities.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,3,0.069826,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R2,DSTL-SbD06-C1-R2 — Security Testing and Verification,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.092307,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R2,DSTL-SbD06-C1-R2 — Security Testing and Verification,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,2,0.086969,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R2,DSTL-SbD06-C1-R2 — Security Testing and Verification,,https://example.org/ontology/sora#PhysicalSecurity,Physical security,,3,0.086897,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1,DSTL-SbD06-C2-R1 — Security Authorisation Decisions,,https://example.org/ontology/sora#Authorisation,Authorisation,,1,0.330637,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1,DSTL-SbD06-C2-R1 — Security Authorisation Decisions,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.092376,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1,DSTL-SbD06-C2-R1 — Security Authorisation Decisions,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,3,0.087033,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C1,DSTL-SbD06-C2-R1-C1 — Ensure the capability risk owner is suitably empowered and accountable.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.044386,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C1,DSTL-SbD06-C2-R1-C1 — Ensure the capability risk owner is suitably empowered and accountable.,,https://example.org/ontology/sora#OSO_01,OSO_01: Ensure the Operator is competent and/or proven,,2,0.044331,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C1,DSTL-SbD06-C2-R1-C1 — Ensure the capability risk owner is suitably empowered and accountable.,,https://example.org/ontology/sora#CY-OSO01-A-C1-M1-C2,CY-OSO01-A-C1-M1-C2,,3,0.03643,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C2,DSTL-SbD06-C2-R1-C2 — Provide the risk owner with the information needed to make an informed decision about capability risk.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.064954,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C2,DSTL-SbD06-C2-R1-C2 — Provide the risk owner with the information needed to make an informed decision about capability risk.,,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,,2,0.052157,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C2,DSTL-SbD06-C2-R1-C2 — Provide the risk owner with the information needed to make an informed decision about capability risk.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_04,Risk management programme (evidence),,3,0.051598,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.134246,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,2,0.126483,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_03,Physical security,,3,0.126378,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions,,https://example.org/ontology/sora#Authorisation,Authorisation,,1,0.478023,medium review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.133553,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,3,0.12583,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R1,"DSTL-SbD07-C1-R1 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.099429,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R1,"DSTL-SbD07-C1-R1 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#SecurebyDefault,Secure by Default,,2,0.089629,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R1,"DSTL-SbD07-C1-R1 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,3,0.089179,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2,"DSTL-SbD07-C1-R2 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.099235,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2,"DSTL-SbD07-C1-R2 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#SecurebyDefault,Secure by Default,,2,0.089455,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2,"DSTL-SbD07-C1-R2 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,3,0.089005,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C1,DSTL-SbD07-C1-R2-C1 — Maintain programme boards for through-life management review.,,https://example.org/ontology/sora#Review,Review,,1,0.206005,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C1,DSTL-SbD07-C1-R2-C1 — Maintain programme boards for through-life management review.,,https://example.org/ontology/sora#Maintain,Maintain,,2,0.200506,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C1,DSTL-SbD07-C1-R2-C1 — Maintain programme boards for through-life management review.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,3,0.136285,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C2,"DSTL-SbD07-C1-R2-C2 — Regularly review capability through-life management, obsolescence, upgrades, capability effectiveness and disposal.",,https://example.org/ontology/sora#Review,Review,,1,0.153187,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C2,"DSTL-SbD07-C1-R2-C2 — Regularly review capability through-life management, obsolescence, upgrades, capability effectiveness and disposal.",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,2,0.045094,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C2,"DSTL-SbD07-C1-R2-C2 — Regularly review capability through-life management, obsolescence, upgrades, capability effectiveness and disposal.",,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,3,0.040446,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C3,DSTL-SbD07-C1-R2-C3 — Use through-life review to identify areas for improvement.,,https://example.org/ontology/sora#Review,Review,,1,0.194819,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C3,DSTL-SbD07-C1-R2-C3 — Use through-life review to identify areas for improvement.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,2,0.047707,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C3,DSTL-SbD07-C1-R2-C3 — Use through-life review to identify areas for improvement.,,https://example.org/ontology/sora#CY-OSO01-A-C1-M1-C3,CY-OSO01-A-C1-M1-C3,,3,0.046043,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3,"DSTL-SbD07-C1-R3 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.098912,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3,"DSTL-SbD07-C1-R3 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#SecurebyDefault,Secure by Default,,2,0.089163,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3,"DSTL-SbD07-C1-R3 — Through life asset management, Secure Disposal and Archival Management",,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,3,0.088715,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,,https://example.org/ontology/sora#Train,Train,,1,0.263085,low review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,,https://example.org/ontology/sora#Staff,Staff,,2,0.246034,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,,https://example.org/ontology/sora#AE-OSO16-I-Criterion_01,Coordination procedures,,3,0.128398,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C2,DSTL-SbD07-C1-R3-C2 — Train staff in MOD classification rules.,,https://example.org/ontology/sora#Train,Train,,1,0.247813,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C2,DSTL-SbD07-C1-R3-C2 — Train staff in MOD classification rules.,,https://example.org/ontology/sora#Staff,Staff,,2,0.231751,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C2,DSTL-SbD07-C1-R3-C2 — Train staff in MOD classification rules.,,https://example.org/ontology/sora#AE-OSO03-A-Criterion_02,Maintenance staff training  (evidence),,3,0.082743,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1,DSTL-SbD07-C2-R1 — Reporting,,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,,1,0.070836,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1,DSTL-SbD07-C2-R1 — Reporting,,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C2,CY-OSO03-I-C2-H1-C2,,2,0.06989,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1,DSTL-SbD07-C2-R1 — Reporting,,https://example.org/ontology/sora#CY-OSO05-I-C2-M1-C2,CY-OSO05-I-C2-M1-C2,,3,0.067904,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C1,DSTL-SbD07-C2-R1-C1 — Maintain effective and efficient security reporting processes for all programme capabilities.,,https://example.org/ontology/sora#Maintain,Maintain,,1,0.170782,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C1,DSTL-SbD07-C2-R1-C1 — Maintain effective and efficient security reporting processes for all programme capabilities.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.065271,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C1,DSTL-SbD07-C2-R1-C1 — Maintain effective and efficient security reporting processes for all programme capabilities.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,3,0.064429,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C2,DSTL-SbD07-C2-R1-C2 — Integrate capability reporting processes with the appropriate WARP.,,https://example.org/ontology/sora#OSO_06,OSO_06: C3 link are appropriate for operation,,1,0.069703,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C2,DSTL-SbD07-C2-R1-C2 — Integrate capability reporting processes with the appropriate WARP.,,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,,2,0.066432,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C2,DSTL-SbD07-C2-R1-C2 — Integrate capability reporting processes with the appropriate WARP.,,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C2,CY-OSO03-I-C2-H1-C2,,3,0.065546,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2,DSTL-SbD07-C2-R2 — Reporting,,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,,1,0.069997,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2,DSTL-SbD07-C2-R2 — Reporting,,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C2,CY-OSO03-I-C2-H1-C2,,2,0.069063,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2,DSTL-SbD07-C2-R2 — Reporting,,https://example.org/ontology/sora#CY-OSO05-I-C2-M1-C2,CY-OSO05-I-C2-M1-C2,,3,0.0671,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C1,DSTL-SbD07-C2-R2-C1 — Train staff to identify potential security issues.,,https://example.org/ontology/sora#Train,Train,,1,0.243125,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C1,DSTL-SbD07-C2-R2-C1 — Train staff to identify potential security issues.,,https://example.org/ontology/sora#Staff,Staff,,2,0.227367,low review priority,False
